fecha,Enfermedades crónicas de las vías respiratorias inferiores ,Enfermedades cerebrovasculares,Causas de mortalidad mal definidas y desconocidas,Tumores malignos de los órganos genitales masculinos,Enfermedades hipertensivas,"Enfermedades de las venas y de los vasos y ganglios linfáticos, no clasificadas en otra parte ",Otras enfermedades de los intestinos,Influenza [gripe] y neumonía,Otras enfermedades respiratorias que afectan principalmente al intersticio ,Otras enfermedades bacterianas,Enfermedades isquémicas del corazón,Enfermedad renal tubulointersticial,Desnutrición,Otras enfermedades del sistema respiratorio ,Tumores malignos de los órganos respiratorios e intratorácicos,Otras formas de enfermedad del corazón,Tumores malignos de los órganos digestivos,Hernia ,"Exposición al humo, fuego y llamas",Tumores malignos de los órganos genitales femeninos,Otras enfermedades del sistema digestivo,Otras enfermedades de la pleura,Síntomas y signos generales,Exposición accidental a otros factores y a los no especificados,"Tumores [neoplasias] malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines",Enfermedades del hígado,"Tumores [neoplasias] malignos de sitios mal definidos, secundarios y de sitios no especificados",Enfermedades glomerulares,Melanoma y otros tumores malignos de la piel,Diabetes mellitus,Trastornos del humor [afectivos],Tumores [neoplasias] de comportamiento incierto o desconocido,"Tumores malignos del ojo, del encéfalo y de otras partes del sistema nervioso central","Enfermedades del esófago, del estómago y del duodeno",COVID-19 Confirmado,COVID-19 Sospechoso,"Trastornos mentales orgánicos, incluidos los trastornos sintomáticos",Caídas,Otros trastornos del sistema nervioso,"Trastornos de la vesícula biliar, de las vías biliares y del páncreas",Tumor maligno de la mama,Otras enfermedades degenerativas del sistema nervioso,Insuficiencia renal ,Trastornos extrapiramidales y del movimiento ,Tumores malignos de la glándula tiroides y de otras glándulas endocrinas,Secuelas de causa externa de morbilidad y de mortalidad,"Tumores malignos del labio, de la cavidad bucal y de la faringe",Enfermedades de los órganos genitales masculinos,Anemias aplásticas y otras anemias ,Tumores malignos de las vías urinarias,Otras infecciones agudas de las vías respiratorias inferiores,Artrosis ,"Enfermedades de las arterias, de las arteriolas y de los vasos capilares",Ahogamiento y sumersión accidentales,Trastornos metabólicos,Síntomas y signos que involucran los sistemas circulatorio y respiratorio,Afecciones supurativas y necróticas de las vías respiratorias inferiores ,Tumores [neoplasias] in situ,Malformaciones congénitas del sistema urinario,Infecciones de la piel y del tejido subcutáneo,Enfermedades del pulmón debidas a agentes externos ,Síntomas y signos que involucran los sistemas nervioso y osteomuscular,Otras enfermedades de la sangre y de los órganos hematopoyéticos ,Malformaciones congénitas del sistema circulatorio,Enfermedad cardiopulmonar y enfermedades de la circulación pulmonar,Trastornos de la glándula tiroides,Enfermedades cardíacas reumáticas crónicas ,Secuelas de enfermedades infecciosas y parasitarias,Otras enfermedades del sistema urinario,Otros trastornos del riñón y del uréter,Tuberculosis,Tumores [neoplasias] benignos,"Procedimientos quirúrgicos y otros procedimientos médicos como la causa de reacción anormal del paciente o de complicación posterior, sin mención de incidente en el momento de efectuar el procedimiento","Exceso de esfuerzo, viajes y privación",Enfermedades infecciosas intestinales ,Micosis,Trastornos episódicos y paroxísticos ,Otras osteopatías,Alteraciones de la visión y ceguera,Otros accidentes que obstruyen la respración,Otros accidentes de transporte terrestre,Otros trastornos de la regulación de la glucosa y de la secreción interna del páncreas,Otros trastornos y los no especificados del sistema circulatorio,Tumores malignos de los huesos y de los cartílagos articulares de los miembros,"Defectos de la coagulación, púrpura y otras afecciones hemorrágicas",Enteritis y colitis no infecciosas,Trastornos mentales y del comportamiento debidos al uso de sustancias psicoactivas,Tumores malignos de los tejidos mesoteliales y de los tejidos blandos,Peatón lesionado en accidente de transporte,Litiasis urinaria ,Infecciones virales caracterizadas por lesiones de la piel y de las membranas mucosas,Lesiones autoinfligidas intencionalmente ,Trastornos de la densidad y de la estructura óseas,Otros trastornos de la piel y del tejido subcutáneo,Exposición a fuerzas mecánicas inanimadas,Otros trastornos articulares,Poliartropatías inflamatorias,Espondilopatías,Enfermedades debidas a protozoarios,Enfermedades del oído interno,Trastornos de los músculos,"Meningitis bacteriana, no clasificada en otra parte",Trastornos del cuerpo vítreo y del globo ocular,Parálisis cerebral y otros síndromes paralíticos ,Dispositivos médicos de diagnósticos y de uso terapéutico asociados con incidentes adversos,Otras enfermedades debidas a espiroquetas,Otras deficiencias nutricionales,Anemias nutricionales ,"Envenenamiento accidental por, y exposicion a sustancias nocivas",Enfermedades del peritoneo,Otras enfermedades infecciosas,Enfermedades desmielinizantes del sistema nervioso central ,"Trastornos del párpado, aparato lagrimal y órbita ",Obesidad y otros tipos de hiperalimentación,Trastornos no inflamatorios de los órganos genitales femeninos,Hepatitis viral,Ocupante de automovil  lesionado en accidente de transporte,Síntomas y signos que involucran el sistema digestivo y el abdomen,"Síntomas y signos que involucran el conocimiento, la percepción, el estado emocional y la conducta",Exposición a fuerzas de la naturaleza,Trastornos sistémicos del tejido conjuntivo ,Síntomas y signos que involucran el sistema urinario,Anemias hemolíticas,Polineuropatías y otros trastornos del sistema nervioso periférico,Enfermedades musculares y de la unión neuromuscular,"Pediculosis, acariasis y otras infestaciones",Agresiones,Otros trastornos de los tejidos blandos,"Trastornos neuróticos, trastornos relacionados con el estrés y trastornos somatomorfos",Ciertos trastornos que afectan el mecanismo de la inmunidad ,Enfermedades inflamatorias de los órganos pélvicos femeninos,Incidentes ocurridos al paciente durante la atención  médica y quirúrgica,Trastornos de otras glándulas endocrinas,Enfermedades del apéndice,Atrofias sistémicas que afectan principalmente el sistema nervioso central,infecciones del sistema nervioso central,Otras enfermedades de las vías respiratorias superiores,Trastornos respiratorios y cardiovasculares específicos del período perinatal,Trastornos del desarrollo y de la erupción de los dientes,Contacto traumático con animales y plantas venenosos,Artropatías infecciosas,Otras enfermedades virales,"Esquizofrenia, trastornos esquizotípicos y trastornos delirantes","Trastornos de los nervios, de las raíces y de los plexos nerviosos",Helmintiasis,Infecciones agudas de las vías respiratorias superiores ,Urticaria y eritema,"Exposición a la corriente eléctrica, radiación y temperatura, y presión del aire ambientales extremas",Enfermedad por virus de la inmunodeficiencia humana [VIH],Dorsopatías deformantes ,Accidentes de transporte aéreo y espacial,Accidentes de transporte por agua,Ciclista lesionado en accidente de transporte,Infecciones con modo de transmisión predominantemente sexual,Trastorno mental no especificado,Exposición a fuerzas mecánicas animadas,Motociclista lesionado en accidente de transporte,"Drogas, medicamentos y sustancias biológicas causantes de efectos adversos en su uso terapéutico",Retraso mental,"Anomalías cromosómicas, no clasificadas en otra parte",Ocupante de camioneta o furgoneta  lesionado en accidente de transporte,Otras malformaciones congénitas,Trastornos flictenulares,Otras dorsopatías ,Condropatías,Infecciones específicas del período perinatal,Trastornos relacionados con la duración de la gestación y el crecimiento fetal,Otras malformaciones congénitas del sistema digestivo,Malformaciones congénitas del sistema nervioso,Malformaciones y deformidades congénitas del sistema osteomuscular,Otras afecciones obstétricas no clasificadas en otra parte,Complicaciones principalmente relacionadas con el puerperio,Síndromes del comportamiento asociados con alteraciones fisiológicas y factores físicos,Trastornos hemorrágicos y hematológicos del feto y del recién nacido,Trastornos del sistema digestivo del feto y del recién nacido,"Edema, proteinuria y trastornos hipertensivos en el embarazo, el parto y el puerperio",Malformaciones congénitas del sistema respiratorio,Afecciones asociadas con la regulación tegumentaria y la temperatura del feto y del recién nacido,Otros trastornos originados en el período perinatal,Contacto con calor y sustancias calientes,"Feto y recién nacido afectados por factores maternos y por complicaciones del embarazo, del trabajo de parto y del parto",Otros trastornos maternos relacionados principalmente con el embarazo,Ciertas zoonosis bacterianas,Traumatismo del nacimiento,Atención materna relacionada con el feto y la cavidad amniótica y con posibles problemas del parto ,Embarazo terminado en aborto,Trastornos endocrinos y metabólicos transitorios específicos del feto y del recién nacido
2020-04-24,8,18,7,5,10,1,1,10,3,2,17,0,1,6,10,9,36,1,0,4,1,0,3,7,8,11,1,0,2,18,0,4,3,2,9,7,2,3,0,1,4,4,3,0,0,0,0,0,2,1,0,0,3,0,1,0,1,0,0,1,1,1,0,0,3,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,5,1,0,0,0,0,1,1,0,0,1,5,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-04-25,9,28,7,5,14,0,5,11,3,2,18,1,1,3,15,9,22,0,1,7,1,1,1,4,3,8,5,0,1,9,0,4,1,0,7,11,8,2,3,5,6,6,3,4,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,4,0,0,2,5,0,0,1,2,0,2,0,0,0,0,0,3,1,0,0,5,0,0,0,1,0,2,1,0,0,0,2,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-26,3,13,4,8,13,2,8,7,6,3,13,1,2,0,11,10,31,0,0,3,1,0,4,4,4,7,3,0,4,7,1,5,0,0,13,7,10,0,4,3,11,6,5,3,0,0,1,0,1,2,0,0,2,1,3,0,0,0,0,2,2,0,1,0,0,0,0,0,5,0,1,0,2,0,0,0,1,1,0,1,6,1,0,0,0,0,0,2,1,1,0,8,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-27,11,26,7,6,16,1,2,10,7,2,22,1,1,3,11,15,42,0,0,5,0,2,8,3,6,10,3,2,3,7,0,6,1,0,14,10,6,2,0,1,4,4,4,3,0,0,1,0,0,5,2,0,0,0,1,0,0,0,0,1,3,0,0,0,1,0,0,0,4,0,0,0,1,0,1,0,2,0,0,1,3,0,0,2,1,0,0,0,1,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
2020-04-28,8,15,6,1,10,0,0,13,5,2,11,0,1,0,13,14,40,0,0,7,2,0,2,3,8,10,2,1,1,18,0,5,3,3,8,17,3,5,1,0,2,3,8,2,0,0,0,0,1,6,0,0,1,0,1,1,0,0,0,0,2,0,0,1,0,0,1,0,1,0,0,0,1,1,2,1,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,4,0,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-29,6,20,7,3,14,1,0,9,6,2,22,2,0,0,11,5,27,2,0,7,3,0,6,3,9,12,2,0,1,3,0,4,1,2,9,7,1,1,0,1,1,4,4,2,2,1,2,0,0,4,0,0,2,0,3,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2,0,1,0,0,4,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-30,4,18,12,5,23,1,4,11,3,2,25,4,1,3,12,16,26,0,4,5,1,0,3,3,8,3,3,0,3,9,0,1,0,3,13,7,4,2,1,1,7,3,4,3,0,0,0,1,0,6,0,0,1,0,1,0,0,0,0,7,1,0,0,0,0,1,0,2,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,4,0,2,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-05-01,6,18,5,4,11,1,3,8,3,0,22,2,1,2,11,10,33,0,0,8,0,0,3,8,8,10,2,0,4,14,0,8,0,0,11,12,5,2,1,3,5,2,4,2,0,0,2,0,1,2,0,0,0,0,4,0,0,0,0,0,0,0,1,1,1,0,0,1,3,0,1,1,1,0,1,0,2,0,0,1,2,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-02,2,28,3,3,26,1,4,6,2,2,19,1,1,1,10,12,26,0,2,1,3,0,1,5,3,12,4,0,1,14,0,6,0,2,9,10,3,2,0,1,5,4,6,3,0,0,2,1,1,5,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,1,5,0,0,0,0,0,0,2,0,0,0,4,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-03,6,20,3,4,25,0,2,4,3,3,22,1,0,3,10,11,25,2,0,6,0,0,2,2,9,12,2,0,0,5,0,5,1,0,19,14,7,0,1,3,9,2,3,2,0,0,0,0,2,4,0,0,1,2,2,0,0,0,0,0,2,1,0,1,1,2,2,0,4,0,0,0,0,0,2,0,1,0,0,2,2,0,0,1,1,0,1,0,2,0,0,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2020-05-04,14,22,3,2,27,0,2,13,5,4,20,1,0,5,16,14,29,0,1,3,3,0,7,3,0,15,3,0,2,11,0,6,1,0,15,6,9,2,0,2,3,9,3,1,1,1,1,1,1,11,0,0,3,0,1,1,1,0,0,0,1,0,0,2,0,0,0,0,3,1,1,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,0,0,2,0,0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-05,7,28,5,4,21,1,3,14,4,4,22,1,1,1,13,16,28,1,0,2,2,0,4,7,7,16,2,0,1,9,0,4,2,1,15,6,11,4,2,2,6,8,4,2,0,0,0,0,0,2,1,1,2,0,4,0,0,0,0,3,3,0,0,0,0,0,0,0,4,0,3,0,1,0,1,0,1,0,0,0,2,0,0,0,1,0,1,1,0,0,0,5,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-06,6,19,2,7,29,2,3,11,8,2,18,3,1,3,13,8,33,0,2,4,1,0,3,6,5,11,2,0,1,10,0,3,1,1,22,9,6,1,0,2,3,3,5,4,0,0,0,1,0,3,0,0,2,0,0,0,0,0,0,5,1,0,0,0,2,0,0,1,1,0,1,0,0,0,4,0,0,0,0,0,3,0,0,1,0,1,1,1,3,0,0,5,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-07,5,21,5,6,15,2,1,10,3,3,20,2,0,3,13,13,41,0,0,6,5,0,4,2,9,15,4,0,1,6,0,4,2,0,32,10,8,0,0,3,8,3,4,1,0,0,0,0,1,1,0,0,2,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,6,0,1,0,3,0,3,0,1,0,0,0,1,0,0,0,1,0,0,0,4,0,0,8,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-08,2,17,10,3,19,3,2,7,8,6,19,0,0,1,4,16,31,0,1,11,5,0,4,5,5,12,1,0,1,10,0,2,1,1,19,15,10,1,1,2,2,3,7,1,2,0,1,1,0,3,0,1,1,0,2,0,0,0,0,2,1,0,1,1,2,0,0,0,1,0,0,0,1,0,1,0,2,0,0,0,2,0,0,2,0,0,1,0,2,0,0,7,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-09,3,14,10,3,14,0,4,9,0,1,19,0,0,4,11,13,35,1,1,3,3,0,4,3,6,12,1,0,0,5,0,6,0,1,34,15,10,2,2,2,4,7,7,0,0,1,2,0,1,5,1,0,2,0,1,0,0,0,0,1,3,0,0,0,3,0,0,0,3,0,0,0,3,0,1,0,3,0,0,0,3,1,1,0,3,1,1,2,2,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-10,7,22,5,7,18,0,4,17,6,3,17,1,0,6,15,7,31,1,0,5,2,0,7,5,7,7,3,0,2,9,0,3,0,0,33,15,6,2,2,5,2,7,3,2,1,1,0,0,0,4,1,0,2,0,3,0,0,0,0,1,2,0,0,1,0,0,1,0,6,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,3,0,0,7,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-11,10,13,11,4,10,1,4,5,5,0,15,2,0,3,4,11,29,0,0,3,4,0,3,1,4,10,4,0,0,9,0,1,1,2,25,17,9,2,0,3,3,7,4,4,0,0,1,1,1,3,0,0,4,0,3,0,1,0,0,0,1,1,0,0,2,1,1,0,2,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0,0,6,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-12,3,17,4,9,16,3,2,8,3,3,16,1,1,1,11,11,26,0,1,2,2,0,4,3,9,9,3,0,1,6,0,0,3,0,32,11,4,2,2,0,3,5,4,2,0,0,1,0,1,3,0,0,3,0,1,0,0,0,0,0,4,2,0,1,2,1,0,0,3,0,1,0,0,1,3,0,0,0,0,0,1,0,0,0,1,0,0,2,2,0,0,7,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-13,6,23,12,6,25,0,4,7,4,2,26,0,3,2,8,11,37,0,2,7,1,0,4,9,5,12,5,1,1,13,0,1,3,1,41,19,5,2,0,2,5,2,2,0,0,0,0,1,0,4,0,0,1,0,0,0,0,0,1,3,1,0,0,0,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,2,1,0,0,1,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-14,11,32,10,6,19,1,2,11,2,2,25,0,2,2,8,13,34,3,0,3,4,0,2,4,2,14,6,0,3,10,0,3,0,2,42,27,6,3,1,2,2,6,6,2,1,0,0,0,2,1,0,0,1,0,2,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2,3,0,0,4,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-05-15,4,27,10,2,16,0,6,11,5,3,32,3,1,2,5,7,31,0,0,7,5,0,7,5,3,12,0,0,2,9,0,4,4,2,43,10,6,5,0,0,7,6,3,2,0,0,1,2,0,3,0,0,3,0,2,1,0,0,0,2,5,0,1,0,1,1,0,0,5,1,1,0,2,0,1,0,0,0,0,0,3,0,0,0,1,0,2,4,1,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-05-16,14,23,4,10,19,1,4,11,4,2,13,1,0,4,5,5,37,1,0,10,2,0,6,3,2,16,3,0,1,11,0,1,1,2,61,21,6,1,0,0,3,9,7,1,1,0,1,0,0,5,0,0,1,0,2,1,0,0,0,2,1,1,0,0,2,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,3,0,0,4,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-17,10,22,6,6,22,1,3,10,3,5,23,0,0,3,7,15,37,0,1,5,1,2,0,5,3,7,4,0,0,2,0,3,1,2,56,29,8,3,0,0,8,4,2,3,0,0,3,0,1,7,1,0,2,1,0,0,0,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,3,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-18,7,18,8,8,31,1,8,10,1,3,15,2,0,2,7,10,25,2,1,3,2,0,4,2,1,14,1,0,0,7,0,2,2,0,76,21,6,3,3,1,2,2,5,0,0,0,0,1,1,5,0,0,0,1,2,0,0,0,2,3,6,0,0,0,2,0,1,0,0,1,1,0,1,0,0,0,2,0,0,0,2,0,0,0,1,0,1,1,1,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-19,7,27,5,2,32,1,7,9,4,2,20,0,0,2,12,15,24,1,1,7,3,0,5,5,7,12,4,1,2,13,0,3,3,1,73,18,6,5,1,4,4,8,4,0,2,0,2,0,1,5,3,0,0,1,5,0,0,0,0,0,2,0,0,0,1,0,1,0,6,0,1,1,0,1,2,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
